user_page,username,user_created_at,user_followers,user_followings,verified_user,tweet_url,conv_id,user_country,tweet_created_at,tweet_text,is_retweet,tweet_lang,retweet_count,like_count,quote_count
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355498581969481728,conv_id: 1355498581969481728,,2021-01-30 12:50:20+00:00,"Dispositivos que preveem imunidades a deputados estaduais são legítimos, defende PGR. Para Augusto Aras, Constituição Federal permite a extensão de garantias reservadas a parlamentares federais a membros do Legislativo nos estados

https://t.co/uF8bBk3nqp",False,pt,2,13,0
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355318885701005316,conv_id: 1355318885701005316,Brazil,2021-01-30 00:56:17+00:00,"Combate à corrupção: PGR prorroga designação para atuação conjunta no Rio de Janeiro. Procuradores estarão simultaneamente em força-tarefa e em comissão provisória para instalação do Gaeco por 60 dias
https://t.co/VPTTVM2k2o",False,pt,9,40,1
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355287399572639749,conv_id: 1355287399572639749,Brazil,2021-01-29 22:51:10+00:00,"PGR pede prioridade no julgamento de recurso sobre limite territorial de decisões em ação civil pública. Aras ressalta relevância da matéria por impactar ações coletivas em todo o país, e que permanecem suspensas até decisão da Corte Superior
https://t.co/MSbCPoKxh6",False,pt,4,19,1
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355276828060082176,conv_id: 1355276828060082176,Brazil,2021-01-29 22:09:10+00:00,"Covid-19: MPF orienta gestores da saúde do estado do Piauí e município de Teresina sobre procedimentos para a vacinação
https://t.co/63f9nUEzLb",False,pt,1,11,1
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355272241878093824,conv_id: 1355272241878093824,Brazil,2021-01-29 21:50:56+00:00,"Justiça determina atendimento em saúde para indígenas residentes em áreas urbanas de Campo Grande (MS)
https://t.co/dBwd2FnV7l",False,pt,0,13,0
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355269487407353862,conv_id: 1355269487407353862,,2021-01-29 21:40:00+00:00,RT @PFDC_MPF: PFDC manifesta-se sobre ataques verbais do presidente Jair Bolsonaro à imprensa https://t.co/hvVcIgXWBj https://t.co/iTAE23kQ…,True,pt,16,0,0
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355261325136560128,conv_id: 1355261325136560128,Brazil,2021-01-29 21:07:34+00:00,"Após atuação do MPF, nova escola é entregue a comunidade quilombola em Macapá (AP)
https://t.co/ze747fEAus",False,pt,7,25,0
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355257934893223936,conv_id: 1355257934893223936,Brazil,2021-01-29 20:54:05+00:00,"Cooperação internacional foi fortalecida durante pandemia e contribuiu para recuperação de ativos e combate ao crime organizado
https://t.co/mKj436i2jG https://t.co/72zaECbFJS",False,pt,7,18,0
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355236774033809408,conv_id: 1355236774033809408,,2021-01-29 19:30:00+00:00,"Ministério Público e Defensoria orientam Prefeitura do Natal a evitar “fura-fila” na vacinação. Documento cobra critérios objetivos e impessoais para a seleção dos vacinados e alerta das possíveis punições às fraudes
https://t.co/U6suLtNHks",False,pt,5,19,0
 https://twitter.com/i/user/259840707,MPF_PGR,2011-03-02 18:13:21+00:00,819472,249,True,https://twitter.com/twitter/status/1355229222357393412,conv_id: 1355229222357393412,,2021-01-29 19:00:00+00:00,"O art. 10 da Lei Brasileira de Inclusão da Pessoa com Deficiência (13.146/15) dispõe
que compete ao poder público garantir a dignidade da pessoa com deficiência ao longo
de toda a vida. #InclusãoJá Confira: https://t.co/wMm4NPapDD https://t.co/IElBTUgb5Y",False,pt,6,28,1
